;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:37:13 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,20,2000,20,RAN,BOM,9992.83,499.241,499.694
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:30 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,30,3000,30,RAN,BOM,9992.9,332.802,333.163
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:38 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,40,4000,40,RAN,BOM,9995.47,249.768,249.927
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:45 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,50,5000,50,RAN,BOM,9981.63,199.541,199.949
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:53 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,60,6000,60,RAN,BOM,9988.86,166.401,166.615
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:55:01 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,70,7000,70,RAN,BOM,9986.15,142.604,142.826
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:55:09 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,80,8000,80,RAN,BOM,9995.74,124.905,124.975
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:56:28 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,1,100,1,RAN,BOM,29.9,15.59,73554.2
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:57:59 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,10,1000,10,RAN,BOM,99612.1,9865.98,9978.88
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:59:31 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,20,2000,20,RAN,BOM,99780.7,4960.03,4993.29



DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,1,100,1,RAN,BOM,29.9,15.59,73554.2
0,17,100,100000,100,3,300,3,RAN,BOM,98817.2,32180.3,33192.9
0,17,100,100000,100,4,400,4,RAN,BOM,99133.4,24332.2,24911.3
0,17,100,100000,100,5,500,5,RAN,BOM,99265.4,19554.5,19939.6
0,17,100,100000,100,6,600,6,RAN,BOM,99406.1,16344.1,16619.5
0,17,100,100000,100,7,700,7,RAN,BOM,99509.2,14046.7,14251
0,17,100,100000,100,8,800,8,RAN,BOM,99541.1,12311,12468.9
;;TEST NEARK_COMPARE_EM: Thu Feb  3 03:13:28 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,9,900,9,RAN,BOM,99543.6,10945.9,11086.4
;;TEST NEARK_COMPARE_EM: Thu Feb  3 03:15:02 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,10,1000,10,RAN,BOM,99621.7,9869.55,9979.35
;;TEST NEARK_COMPARE_EM: Thu Feb  3 03:19:58 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,1,1000,1,RAN,BOM,30.1,15.709,73651.1
;;TEST NEARK_COMPARE_EM: Thu Feb  3 03:33:15 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,10,10000,10,RAN,BOM,99616.1,9865.57,9979.49
;;TEST NEARK_COMPARE_EM: Thu Feb  3 03:46:51 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,100,100000,100,RAN,BOM,99929.7,997.381,999.526
;;TEST NEARK_COMPARE_EM: Thu Feb  3 04:03:38 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
1,17,100,100000,1000,1000,1000000,1000,RAN,BOM,99987.5,99.9643,99.9922








-------
;;TEST NEARK_COMPARE_EM: Thu Feb  3 05:08:45 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,1,1000,1,RAN,BOM,30.1,73651.1,15.709,73651.1
;;TEST NEARK_COMPARE_EM: Thu Feb  3 05:22:02 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,10,10000,10,RAN,BOM,99616.1,99794.9,9865.57,9979.49
;;TEST NEARK_COMPARE_EM: Thu Feb  3 05:35:36 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,20,20000,20,RAN,BOM,99764.8,99865.8,4958.05,4993.29
;;TEST NEARK_COMPARE_EM: Thu Feb  3 05:49:01 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,30,30000,30,RAN,BOM,99824.9,99893.2,3312.26,3329.77
;;TEST NEARK_COMPARE_EM: Thu Feb  3 06:02:40 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,1000,40,40000,40,RAN,BOM,99867.3,99912.2,2487.23,2497.81
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:20 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,1,100,1,RAN,BOM,23.46,7589.53,12.29,7589.53
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:27 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,2,200,2,RAN,BOM,9968.33,9981.51,4932.47,4990.75
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:35 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,3,300,3,RAN,BOM,9985.16,9987.62,3312.63,3329.21
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:43 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,4,400,4,RAN,BOM,9986.26,9990.61,2485.79,2497.65
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:51 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,5,500,5,RAN,BOM,9992.06,9991.96,1991.93,1998.39
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:09:58 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,6,600,6,RAN,BOM,9977.93,9990.18,1658.66,1665.03
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:10:06 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,7,700,7,RAN,BOM,9985.21,9989.45,1423.06,1427.06
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:10:14 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,8,800,8,RAN,BOM,9982.72,9994.8,1245.57,1249.35
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:10:22 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,9,900,9,RAN,BOM,9993.62,9995.71,1108.18,1110.63
;;TEST NEARK_COMPARE_EM: Thu Feb  3 15:10:30 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls

0,14,100,10000,100,10,1000,10,RAN,BOM,9994.28,9994.27,997.561,999.427
;;TEST NEARK_COMPARE_EM: Tue Feb  8 01:25:37 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,CMT.nodesVisited,Baseline.nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,17,100,100000,100,1,100,1,RAN,BOM,29.9,73554.2,15.59,73554.2
;;TEST NEARK_COMPARE_EM: Tue Feb  8 01:27:06 2022
;;[CLasses]:
